session,is_bot,prolific_id,id_in_session,id_in_group,multiplier,disclose,contribution,rt1,rt2,payoff,total,round_number,individual_share,total_contribution,group_id,disclosure_group
7z3ijibl,1,60a2d1593f270f92fa69305d,20,1,2.5,1,10,6626,2792,20.0,603.25,31,20.0,40.0,2177,2
7z3ijibl,1,5ea8010daf54da1e951b8861,21,2,2.5,1,10,5563,2025,20.0,539.25,31,20.0,40.0,2174,2
7z3ijibl,1,60256d8ad9b88a0cb709e65a,22,2,2.5,-1,-1,-1,-1,-1.0,0.0,31,-1.0,-1.0,2163,1
7z3ijibl,1,60acb5d4727b993c9f32ee72,23,2,2.5,1,2,8783,2041,12.75,532.0,31,4.75,9.5,2176,2
7z3ijibl,0,5baf6705848bbd0001d6fc8a,24,2,1.5,0,6,8722,5300,13.0,395.0,31,9.0,18.0,2165,1
7z3ijibl,1,60185125a263080a4243e740,25,2,2.5,-1,-1,-1,-1,-1.0,0.0,31,-1.0,-1.0,2169,1
7z3ijibl,1,5e4810c074edcc2b4f31ab83,26,1,1.5,-1,-1,-1,-1,-1.0,0.0,31,-1.0,-1.0,2169,1
7z3ijibl,0,5cd7e678df739100011b1839,27,2,2.5,1,10,23791,6676,25.0,542.0,31,25.0,50.0,2167,1
7z3ijibl,1,600abec042ce9902cb63f0a2,28,2,1.5,1,0,9215,2856,22.5,409.0,31,12.5,25.0,2175,2
7z3ijibl,0,5ec3b9e83f187802a6aa041e,29,1,1.5,1,3,8958,2952,21.75,400.5,31,14.75,29.5,2166,1
7z3ijibl,1,607c788174ef9ae298722d37,30,2,1.5,1,6,-1,-1,10.0,320.75,31,6.0,12.0,2164,1
7z3ijibl,1,5f60713e595007000a8e1da7,31,2,2.5,1,10,8237,1857,25.0,595.75,31,25.0,50.0,2173,2
7z3ijibl,1,5f52237276d614488e847c1b,32,1,2.5,1,5,13005,20818,13.5,545.0,31,8.5,17.0,2178,2
7z3ijibl,1,609c35609e77fba7ec90ec1e,33,2,1.5,1,6,-1,-1,12.25,346.5,31,8.25,16.5,2168,1
7z3ijibl,1,5f563d4bc1684c0241b17264,34,1,1.5,1,3,6756,2254,11.75,393.25,31,4.75,9.5,2176,2
7z3ijibl,0,609101a8a29bc713a6bcdbba,35,1,1.5,1,7,15851,4252,12.0,395.5,31,9.0,18.0,2162,1
7z3ijibl,1,5a94a2b24eecca0001dd3c43,36,2,1.5,1,10,6704,4513,20.0,436.75,31,20.0,40.0,2177,2
7z3ijibl,1,576597499dcd970001dbdbe5,1,1,2.5,1,4,1230,8690,14.75,607.0,32,8.75,17.5,2190,2
7z3ijibl,0,60a90be1be2d42fba2368523,2,2,2.5,1,10,2169,3841,19.25,578.5,32,19.25,38.5,2181,1
7z3ijibl,1,5ce19c2090d2dc0015f86ca7,3,2,2.5,1,10,9622,3164,25.0,582.0,32,25.0,50.0,2195,2
7z3ijibl,1,5be03bf177e0190001b4ad0a,4,1,2.5,1,10,2711,2736,25.0,550.0,32,25.0,50.0,2196,2
7z3ijibl,0,5fbab1b8266280ad6e6e13c7,5,1,1.5,1,10,5005,5508,12.5,391.0,32,12.5,25.0,2179,1
7z3ijibl,1,581ccd016c73180001fa5b2a,6,1,1.5,1,0,2712,3365,13.75,387.75,32,3.75,7.5,2188,2
7z3ijibl,1,57843b986475d400015a8e45,7,1,1.5,1,3,1236,1622,10.5,397.25,32,3.5,7.0,2189,2
7z3ijibl,1,5eea1be10e95520beb9fa654,8,1,1.5,1,10,1827,3234,8.75,400.75,32,8.75,17.5,2192,2
7z3ijibl,0,5c0873675b32d500012e3f2c,9,2,1.5,1,10,5562,4655,15.0,407.25,32,15.0,30.0,2184,1
7z3ijibl,0,607c8faf6d8e98b09d585eb3,10,2,2.5,1,7,1670,7000,16.25,514.5,32,13.25,26.5,2187,1
7z3ijibl,1,5f5aa7a073b8271a0ab0947c,11,2,2.5,1,1,1637,4170,17.75,577.75,32,8.75,17.5,2192,2
7z3ijibl,0,608c2f0f1df309615f6f5b52,12,1,1.5,1,10,5349,7353,13.5,362.0,32,13.5,27.0,2183,1
7z3ijibl,0,607a981a8b7874690d597c0d,13,1,1.5,1,0,8165,7894,17.5,432.5,32,7.5,15.0,2186,1
7z3ijibl,0,60a1516dc132822469f45c55,14,2,2.5,1,4,13007,5963,18.5,562.5,32,12.5,25.0,2179,1
7z3ijibl,1,6008057b6fbeef0d476b756b,15,1,2.5,1,8,1336,2868,12.0,580.0,32,10.0,20.0,2191,2
7z3ijibl,0,608adf0cc8637f7f395352b1,16,2,1.5,1,0,1558,3817,15.0,404.5,32,5.0,10.0,2182,1
7z3ijibl,1,60199372bd48490e12a0d92e,17,1,2.5,1,10,1299,2448,25.0,600.75,32,25.0,50.0,2195,2
7z3ijibl,1,5dc0a28f27d05205683c8bb3,18,2,2.5,1,6,-1,-1,13.75,443.75,32,9.75,19.5,2180,1
7z3ijibl,1,5f591c6d75be841230aa6ced,19,2,1.5,1,0,6504,2028,20.0,426.5,32,10.0,20.0,2191,2
7z3ijibl,1,60a2d1593f270f92fa69305d,20,2,2.5,1,10,1558,2261,25.0,628.25,32,25.0,50.0,2194,2
7z3ijibl,1,5ea8010daf54da1e951b8861,21,1,2.5,1,10,2603,2245,25.0,564.25,32,25.0,50.0,2194,2
7z3ijibl,1,60256d8ad9b88a0cb709e65a,22,2,2.5,0,6,-1,-1,11.5,508.0,32,7.5,15.0,2186,1
7z3ijibl,1,60acb5d4727b993c9f32ee72,23,2,2.5,1,1,2492,6378,12.5,544.5,32,3.5,7.0,2189,2
7z3ijibl,0,5baf6705848bbd0001d6fc8a,24,2,1.5,1,8,2092,3599,15.5,410.5,32,13.5,27.0,2183,1
7z3ijibl,1,60185125a263080a4243e740,25,1,2.5,1,6,-1,-1,19.0,497.5,32,15.0,30.0,2184,1
7z3ijibl,1,5e4810c074edcc2b4f31ab83,26,2,1.5,-1,-1,-1,-1,-1.0,0.0,32,-1.0,-1.0,2185,1
7z3ijibl,0,5cd7e678df739100011b1839,27,1,2.5,1,4,3954,5862,11.0,553.0,32,5.0,10.0,2182,1
7z3ijibl,1,600abec042ce9902cb63f0a2,28,2,1.5,1,5,1513,3114,8.75,417.75,32,3.75,7.5,2188,2
7z3ijibl,0,5ec3b9e83f187802a6aa041e,29,1,1.5,1,3,1887,3672,16.75,417.25,32,9.75,19.5,2180,1
7z3ijibl,1,607c788174ef9ae298722d37,30,1,1.5,1,6,-1,-1,17.25,338.0,32,13.25,26.5,2187,1
7z3ijibl,1,5f60713e595007000a8e1da7,31,2,2.5,1,10,1345,1958,25.0,620.75,32,25.0,50.0,2196,2
7z3ijibl,1,5f52237276d614488e847c1b,32,2,2.5,1,5,6812,4308,13.5,558.5,32,8.5,17.0,2193,2
7z3ijibl,1,609c35609e77fba7ec90ec1e,33,1,1.5,-1,-1,-1,-1,-1.0,0.0,32,-1.0,-1.0,2185,1
7z3ijibl,1,5f563d4bc1684c0241b17264,34,1,1.5,1,3,697,3324,15.5,408.75,32,8.5,17.0,2193,2
7z3ijibl,0,609101a8a29bc713a6bcdbba,35,1,1.5,1,9,3833,3701,20.25,415.75,32,19.25,38.5,2181,1
7z3ijibl,1,5a94a2b24eecca0001dd3c43,36,2,1.5,1,5,1983,5296,13.75,450.5,32,8.75,17.5,2190,2
7z3ijibl,1,576597499dcd970001dbdbe5,1,1,2.5,1,10,4584,6972,25.0,632.0,33,25.0,50.0,2207,2
7z3ijibl,0,60a90be1be2d42fba2368523,2,1,2.5,1,10,3815,3416,19.25,597.75,33,19.25,38.5,2198,1
7z3ijibl,1,5ce19c2090d2dc0015f86ca7,3,2,2.5,1,10,1489,3037,25.0,607.0,33,25.0,50.0,2207,2
7z3ijibl,1,5be03bf177e0190001b4ad0a,4,2,2.5,1,10,1741,2883,12.5,562.5,33,12.5,25.0,2210,2
7z3ijibl,0,5fbab1b8266280ad6e6e13c7,5,2,1.5,1,10,2162,17378,8.75,399.75,33,8.75,17.5,2205,1
7z3ijibl,1,581ccd016c73180001fa5b2a,6,2,1.5,1,0,2383,4133,22.5,410.25,33,12.5,25.0,2209,2
7z3ijibl,1,57843b986475d400015a8e45,7,1,1.5,1,1,1118,2933,11.0,408.25,33,2.0,4.0,2211,2
7z3ijibl,1,5eea1be10e95520beb9fa654,8,1,1.5,1,10,1980,2514,12.5,413.25,33,12.5,25.0,2208,2
7z3ijibl,0,5c0873675b32d500012e3f2c,9,1,1.5,1,8,3239,5422,11.0,418.25,33,9.0,18.0,2199,1
7z3ijibl,0,607c8faf6d8e98b09d585eb3,10,1,2.5,1,10,2993,3680,20.0,534.5,33,20.0,40.0,2203,1
7z3ijibl,1,5f5aa7a073b8271a0ab0947c,11,2,2.5,1,4,1292,4822,18.5,596.25,33,12.5,25.0,2208,2
7z3ijibl,0,608c2f0f1df309615f6f5b52,12,2,1.5,0,0,9569,6312,14.5,376.5,33,4.5,9.0,2200,1
7z3ijibl,0,607a981a8b7874690d597c0d,13,2,1.5,1,4,14593,13269,16.5,449.0,33,10.5,21.0,2204,1
7z3ijibl,0,60a1516dc132822469f45c55,14,1,2.5,1,5,1811,14769,11.25,573.75,33,6.25,12.5,2201,1
7z3ijibl,1,6008057b6fbeef0d476b756b,15,1,2.5,1,10,1308,3283,12.5,592.5,33,12.5,25.0,2209,2
7z3ijibl,0,608adf0cc8637f7f395352b1,16,2,1.5,1,0,1248,2009,16.25,420.75,33,6.25,12.5,2201,1
7z3ijibl,1,60199372bd48490e12a0d92e,17,2,2.5,1,10,1726,3048,25.0,625.75,33,25.0,50.0,2212,2
7z3ijibl,1,5dc0a28f27d05205683c8bb3,18,2,2.5,1,6,-1,-1,24.0,467.75,33,20.0,40.0,2203,1
7z3ijibl,1,5f591c6d75be841230aa6ced,19,1,1.5,1,0,2483,9275,22.5,449.0,33,12.5,25.0,2210,2
7z3ijibl,1,60a2d1593f270f92fa69305d,20,1,2.5,1,10,1377,2198,25.0,653.25,33,25.0,50.0,2212,2
7z3ijibl,1,5ea8010daf54da1e951b8861,21,1,2.5,1,10,1723,2443,15.5,579.75,33,15.5,31.0,2213,2
7z3ijibl,1,60256d8ad9b88a0cb709e65a,22,2,2.5,-1,-1,-1,-1,-1.0,0.0,33,-1.0,-1.0,2197,1
7z3ijibl,1,60acb5d4727b993c9f32ee72,23,2,2.5,1,1,2115,4619,11.0,555.5,33,2.0,4.0,2211,2
7z3ijibl,0,5baf6705848bbd0001d6fc8a,24,2,1.5,1,9,2831,3664,20.25,430.75,33,19.25,38.5,2198,1
7z3ijibl,1,60185125a263080a4243e740,25,1,2.5,1,6,-1,-1,14.5,512.0,33,10.5,21.0,2204,1
7z3ijibl,1,5e4810c074edcc2b4f31ab83,26,1,1.5,1,6,-1,-1,8.5,334.0,33,4.5,9.0,2200,1
7z3ijibl,0,5cd7e678df739100011b1839,27,1,2.5,1,1,3815,6057,17.75,570.75,33,8.75,17.5,2205,1
7z3ijibl,1,600abec042ce9902cb63f0a2,28,2,1.5,1,0,1628,4392,20.0,437.75,33,10.0,20.0,2214,2
7z3ijibl,0,5ec3b9e83f187802a6aa041e,29,2,1.5,1,4,2452,8183,15.0,432.25,33,9.0,18.0,2199,1
7z3ijibl,1,607c788174ef9ae298722d37,30,1,1.5,-1,-1,-1,-1,-1.0,0.0,33,-1.0,-1.0,2197,1
7z3ijibl,1,5f60713e595007000a8e1da7,31,1,2.5,1,8,1447,5729,12.0,632.75,33,10.0,20.0,2206,2
7z3ijibl,1,5f52237276d614488e847c1b,32,1,2.5,1,8,1293,2559,12.0,570.5,33,10.0,20.0,2214,2
7z3ijibl,1,609c35609e77fba7ec90ec1e,33,1,1.5,1,6,-1,-1,16.0,362.5,33,12.0,24.0,2202,1
7z3ijibl,1,5f563d4bc1684c0241b17264,34,2,1.5,1,4,945,5115,21.5,430.25,33,15.5,31.0,2213,2
7z3ijibl,0,609101a8a29bc713a6bcdbba,35,2,1.5,1,10,4249,11121,12.0,427.75,33,12.0,24.0,2202,1
7z3ijibl,1,5a94a2b24eecca0001dd3c43,36,2,1.5,0,0,2623,3577,20.0,470.5,33,10.0,20.0,2206,2
7z3ijibl,1,576597499dcd970001dbdbe5,1,2,2.5,1,10,8350,5646,25.0,657.0,34,25.0,50.0,2226,2
7z3ijibl,0,60a90be1be2d42fba2368523,2,1,2.5,1,10,3190,4249,18.5,616.25,34,18.5,37.0,2220,1
7z3ijibl,1,5ce19c2090d2dc0015f86ca7,3,2,2.5,1,6,1594,2423,14.5,621.5,34,10.5,21.0,2224,2
7z3ijibl,1,5be03bf177e0190001b4ad0a,4,2,2.5,1,10,2232,3118,25.0,587.5,34,25.0,50.0,2231,2
7z3ijibl,0,5fbab1b8266280ad6e6e13c7,5,1,1.5,1,6,1972,2166,16.0,415.75,34,12.0,24.0,2222,1
7z3ijibl,1,581ccd016c73180001fa5b2a,6,2,1.5,1,0,3652,3396,14.5,424.75,34,4.5,9.0,2228,2
7z3ijibl,1,57843b986475d400015a8e45,7,1,1.5,1,6,2959,2309,8.5,416.75,34,4.5,9.0,2228,2
7z3ijibl,1,5eea1be10e95520beb9fa654,8,2,1.5,1,10,1419,3195,20.0,433.25,34,20.0,40.0,2225,2
7z3ijibl,0,5c0873675b32d500012e3f2c,9,1,1.5,1,8,4465,6071,10.25,428.5,34,8.25,16.5,2215,1
7z3ijibl,0,607c8faf6d8e98b09d585eb3,10,2,2.5,1,0,1870,8369,10.0,544.5,34,0.0,0.0,2216,1
7z3ijibl,1,5f5aa7a073b8271a0ab0947c,11,2,2.5,1,10,2351,3234,13.75,610.0,34,13.75,27.5,2230,2
7z3ijibl,0,608c2f0f1df309615f6f5b52,12,1,1.5,0,0,10087,5119,10.0,386.5,34,0.0,0.0,2216,1
7z3ijibl,0,607a981a8b7874690d597c0d,13,2,1.5,1,8,3195,2944,14.25,463.25,34,12.25,24.5,2221,1
7z3ijibl,0,60a1516dc132822469f45c55,14,1,2.5,1,5,2470,10975,17.25,591.0,34,12.25,24.5,2221,1
7z3ijibl,1,6008057b6fbeef0d476b756b,15,1,2.5,1,10,1875,2120,25.0,617.5,34,25.0,50.0,2226,2
7z3ijibl,0,608adf0cc8637f7f395352b1,16,2,1.5,1,3,2497,3469,15.25,436.0,34,8.25,16.5,2215,1
7z3ijibl,1,60199372bd48490e12a0d92e,17,1,2.5,1,10,1206,4220,25.0,650.75,34,25.0,50.0,2231,2
7z3ijibl,1,5dc0a28f27d05205683c8bb3,18,2,2.5,-1,-1,-1,-1,-1.0,0.0,34,-1.0,-1.0,2219,1
7z3ijibl,1,5f591c6d75be841230aa6ced,19,1,1.5,1,0,6401,3029,12.5,461.5,34,2.5,5.0,2232,2
7z3ijibl,1,60a2d1593f270f92fa69305d,20,2,2.5,1,10,1281,2639,23.75,677.0,34,23.75,47.5,2227,2
7z3ijibl,1,5ea8010daf54da1e951b8861,21,1,2.5,1,9,1262,3181,24.75,604.5,34,23.75,47.5,2227,2
7z3ijibl,1,60256d8ad9b88a0cb709e65a,22,2,2.5,1,6,-1,-1,16.0,524.0,34,12.0,24.0,2222,1
7z3ijibl,1,60acb5d4727b993c9f32ee72,23,2,2.5,1,2,1690,3353,10.5,566.0,34,2.5,5.0,2232,2
7z3ijibl,0,5baf6705848bbd0001d6fc8a,24,1,1.5,0,4,3815,6195,9.0,439.75,34,3.0,6.0,2218,1
7z3ijibl,1,60185125a263080a4243e740,25,1,2.5,-1,-1,-1,-1,-1.0,0.0,34,-1.0,-1.0,2219,1
7z3ijibl,1,5e4810c074edcc2b4f31ab83,26,1,1.5,1,6,-1,-1,10.75,344.75,34,6.75,13.5,2223,1
7z3ijibl,0,5cd7e678df739100011b1839,27,2,2.5,1,0,2926,7112,13.0,583.75,34,3.0,6.0,2218,1
7z3ijibl,1,600abec042ce9902cb63f0a2,28,2,1.5,1,5,1559,4422,8.75,446.5,34,3.75,7.5,2229,2
7z3ijibl,0,5ec3b9e83f187802a6aa041e,29,2,1.5,1,3,2118,2794,13.75,446.0,34,6.75,13.5,2223,1
7z3ijibl,1,607c788174ef9ae298722d37,30,1,1.5,-1,-1,-1,-1,-1.0,0.0,34,-1.0,-1.0,2217,1
7z3ijibl,1,5f60713e595007000a8e1da7,31,1,2.5,1,10,1846,2156,20.0,652.75,34,20.0,40.0,2225,2
7z3ijibl,1,5f52237276d614488e847c1b,32,1,2.5,1,1,1143,3100,22.75,593.25,34,13.75,27.5,2230,2
7z3ijibl,1,609c35609e77fba7ec90ec1e,33,2,1.5,-1,-1,-1,-1,-1.0,0.0,34,-1.0,-1.0,2217,1
7z3ijibl,1,5f563d4bc1684c0241b17264,34,1,1.5,1,4,2526,5097,16.5,446.75,34,10.5,21.0,2224,2
7z3ijibl,0,609101a8a29bc713a6bcdbba,35,2,1.5,0,8,2765,4097,20.5,448.25,34,18.5,37.0,2220,1
7z3ijibl,1,5a94a2b24eecca0001dd3c43,36,1,1.5,1,0,3901,4415,13.75,484.25,34,3.75,7.5,2229,2
7z3ijibl,1,576597499dcd970001dbdbe5,1,1,2.5,1,10,2775,5624,25.0,682.0,35,25.0,50.0,2246,2
7z3ijibl,0,60a90be1be2d42fba2368523,2,1,2.5,1,10,2449,2774,17.0,633.25,35,17.0,34.0,2234,1
7z3ijibl,1,5ce19c2090d2dc0015f86ca7,3,2,2.5,1,10,1077,2936,25.0,646.5,35,25.0,50.0,2246,2
7z3ijibl,1,5be03bf177e0190001b4ad0a,4,2,2.5,1,10,2025,3054,15.5,603.0,35,15.5,31.0,2248,2
7z3ijibl,0,5fbab1b8266280ad6e6e13c7,5,2,1.5,1,6,2567,5136,21.0,436.75,35,17.0,34.0,2234,1
7z3ijibl,1,581ccd016c73180001fa5b2a,6,1,1.5,1,0,3108,3369,22.5,447.25,35,12.5,25.0,2242,2
7z3ijibl,1,57843b986475d400015a8e45,7,2,1.5,1,3,876,2490,13.0,429.75,35,6.0,12.0,2244,2
7z3ijibl,1,5eea1be10e95520beb9fa654,8,1,1.5,1,10,1739,3259,20.0,453.25,35,20.0,40.0,2245,2
7z3ijibl,0,5c0873675b32d500012e3f2c,9,1,1.5,1,7,3910,4085,15.75,444.25,35,12.75,25.5,2237,1
7z3ijibl,0,607c8faf6d8e98b09d585eb3,10,2,2.5,1,0,4010,4333,12.25,556.75,35,2.25,4.5,2238,1
7z3ijibl,1,5f5aa7a073b8271a0ab0947c,11,1,2.5,1,10,3502,7154,12.5,622.5,35,12.5,25.0,2247,2
7z3ijibl,0,608c2f0f1df309615f6f5b52,12,2,1.5,1,10,8951,4568,12.75,399.25,35,12.75,25.5,2237,1
7z3ijibl,0,607a981a8b7874690d597c0d,13,1,1.5,0,3,6676,5299,9.25,472.5,35,2.25,4.5,2238,1
7z3ijibl,0,60a1516dc132822469f45c55,14,1,2.5,1,10,3037,6550,20.0,611.0,35,20.0,40.0,2235,1
7z3ijibl,1,6008057b6fbeef0d476b756b,15,1,2.5,1,7,1903,2624,11.75,629.25,35,8.75,17.5,2250,2
7z3ijibl,0,608adf0cc8637f7f395352b1,16,1,1.5,1,6,1550,1573,13.0,449.0,35,9.0,18.0,2233,1
7z3ijibl,1,60199372bd48490e12a0d92e,17,2,2.5,1,10,1680,2594,13.75,664.5,35,13.75,27.5,2249,2
7z3ijibl,1,5dc0a28f27d05205683c8bb3,18,2,2.5,1,6,-1,-1,24.0,491.75,35,20.0,40.0,2235,1
7z3ijibl,1,5f591c6d75be841230aa6ced,19,2,1.5,1,0,4024,3941,18.75,480.25,35,8.75,17.5,2250,2
7z3ijibl,1,60a2d1593f270f92fa69305d,20,1,2.5,1,10,1171,2186,20.0,697.0,35,20.0,40.0,2243,2
7z3ijibl,1,5ea8010daf54da1e951b8861,21,2,2.5,1,10,1550,5977,12.5,617.0,35,12.5,25.0,2242,2
7z3ijibl,1,60256d8ad9b88a0cb709e65a,22,2,2.5,1,6,-1,-1,19.0,543.0,35,15.0,30.0,2241,1
7z3ijibl,1,60acb5d4727b993c9f32ee72,23,1,2.5,1,1,1978,3172,22.75,588.75,35,13.75,27.5,2249,2
7z3ijibl,0,5baf6705848bbd0001d6fc8a,24,2,1.5,1,3,3985,7029,16.75,456.5,35,9.75,19.5,2239,1
7z3ijibl,1,60185125a263080a4243e740,25,1,2.5,1,6,-1,-1,13.75,525.75,35,9.75,19.5,2239,1
7z3ijibl,1,5e4810c074edcc2b4f31ab83,26,2,1.5,1,6,-1,-1,13.0,357.75,35,9.0,18.0,2233,1
7z3ijibl,0,5cd7e678df739100011b1839,27,1,2.5,1,1,3314,7103,12.5,596.25,35,3.5,7.0,2240,1
7z3ijibl,1,600abec042ce9902cb63f0a2,28,1,1.5,1,5,8349,3342,11.0,457.5,35,6.0,12.0,2244,2
7z3ijibl,0,5ec3b9e83f187802a6aa041e,29,2,1.5,1,3,1831,3583,10.5,456.5,35,3.5,7.0,2240,1
7z3ijibl,1,607c788174ef9ae298722d37,30,1,1.5,-1,-1,-1,-1,-1.0,0.0,35,-1.0,-1.0,2236,1
7z3ijibl,1,5f60713e595007000a8e1da7,31,2,2.5,1,10,1353,2542,20.0,672.75,35,20.0,40.0,2245,2
7z3ijibl,1,5f52237276d614488e847c1b,32,2,2.5,1,6,1114,2538,24.0,617.25,35,20.0,40.0,2243,2
7z3ijibl,1,609c35609e77fba7ec90ec1e,33,2,1.5,-1,-1,-1,-1,-1.0,0.0,35,-1.0,-1.0,2236,1
7z3ijibl,1,5f563d4bc1684c0241b17264,34,1,1.5,1,4,1405,2709,21.5,468.25,35,15.5,31.0,2248,2
7z3ijibl,0,609101a8a29bc713a6bcdbba,35,1,1.5,1,10,1866,3341,15.0,463.25,35,15.0,30.0,2241,1
7z3ijibl,1,5a94a2b24eecca0001dd3c43,36,2,1.5,1,0,1775,2716,22.5,506.75,35,12.5,25.0,2247,2
7z3ijibl,1,576597499dcd970001dbdbe5,1,2,2.5,1,10,1364,5006,25.0,707.0,36,25.0,50.0,2265,2
7z3ijibl,0,60a90be1be2d42fba2368523,2,2,2.5,1,10,8638,6825,17.75,651.0,36,17.75,35.5,2253,1
7z3ijibl,1,5ce19c2090d2dc0015f86ca7,3,2,2.5,1,10,9742,3267,25.0,671.5,36,25.0,50.0,2261,2
7z3ijibl,1,5be03bf177e0190001b4ad0a,4,2,2.5,1,10,2642,3034,12.5,615.5,36,12.5,25.0,2260,2
7z3ijibl,0,5fbab1b8266280ad6e6e13c7,5,1,1.5,1,2,1931,2586,14.0,450.75,36,6.0,12.0,2254,1
7z3ijibl,1,581ccd016c73180001fa5b2a,6,1,1.5,1,0,3160,3465,16.25,463.5,36,6.25,12.5,2262,2
7z3ijibl,1,57843b986475d400015a8e45,7,1,1.5,1,3,1145,1985,9.25,439.0,36,2.25,4.5,2263,2
7z3ijibl,1,5eea1be10e95520beb9fa654,8,1,1.5,1,9,1220,5299,11.5,464.75,36,10.5,21.0,2266,2
7z3ijibl,0,5c0873675b32d500012e3f2c,9,2,1.5,1,10,3995,5408,11.25,455.5,36,11.25,22.5,2257,1
7z3ijibl,0,607c8faf6d8e98b09d585eb3,10,1,2.5,1,0,1847,5136,16.0,572.75,36,6.0,12.0,2252,1
7z3ijibl,1,5f5aa7a073b8271a0ab0947c,11,1,2.5,1,10,2739,2012,25.0,647.5,36,25.0,50.0,2265,2
7z3ijibl,0,608c2f0f1df309615f6f5b52,12,2,1.5,1,10,983,6658,12.5,411.75,36,12.5,25.0,2255,1
7z3ijibl,0,607a981a8b7874690d597c0d,13,1,1.5,1,7,4406,4531,20.75,493.25,36,17.75,35.5,2253,1
7z3ijibl,0,60a1516dc132822469f45c55,14,1,2.5,1,4,2936,3250,18.5,629.5,36,12.5,25.0,2255,1
7z3ijibl,1,6008057b6fbeef0d476b756b,15,1,2.5,1,10,1732,2383,25.0,654.25,36,25.0,50.0,2261,2
7z3ijibl,0,608adf0cc8637f7f395352b1,16,2,1.5,1,6,2215,3454,16.0,465.0,36,12.0,24.0,2251,1
7z3ijibl,1,60199372bd48490e12a0d92e,17,1,2.5,1,10,4198,4125,25.0,689.5,36,25.0,50.0,2268,2
7z3ijibl,1,5dc0a28f27d05205683c8bb3,18,1,2.5,1,6,-1,-1,16.75,508.5,36,12.75,25.5,2258,1
7z3ijibl,1,5f591c6d75be841230aa6ced,19,2,1.5,1,0,3412,6088,12.25,492.5,36,2.25,4.5,2263,2
7z3ijibl,1,60a2d1593f270f92fa69305d,20,1,2.5,1,10,1466,4998,25.0,722.0,36,25.0,50.0,2264,2
7z3ijibl,1,5ea8010daf54da1e951b8861,21,2,2.5,1,5,2944,4417,11.25,628.25,36,6.25,12.5,2262,2
7z3ijibl,1,60256d8ad9b88a0cb709e65a,22,2,2.5,-1,-1,-1,-1,-1.0,0.0,36,-1.0,-1.0,2256,1
7z3ijibl,1,60acb5d4727b993c9f32ee72,23,1,2.5,1,0,3044,5750,22.5,611.25,36,12.5,25.0,2260,2
7z3ijibl,0,5baf6705848bbd0001d6fc8a,24,2,1.5,0,8,3656,5497,8.0,464.5,36,6.0,12.0,2252,1
7z3ijibl,1,60185125a263080a4243e740,25,1,2.5,1,6,-1,-1,16.0,541.75,36,12.0,24.0,2251,1
7z3ijibl,1,5e4810c074edcc2b4f31ab83,26,1,1.5,1,6,-1,-1,10.75,368.5,36,6.75,13.5,2259,1
7z3ijibl,0,5cd7e678df739100011b1839,27,1,2.5,1,3,3154,8844,18.25,614.5,36,11.25,22.5,2257,1
7z3ijibl,1,600abec042ce9902cb63f0a2,28,2,1.5,1,5,2288,4631,15.5,473.0,36,10.5,21.0,2266,2
7z3ijibl,0,5ec3b9e83f187802a6aa041e,29,2,1.5,1,3,2538,1933,13.75,470.25,36,6.75,13.5,2259,1
7z3ijibl,1,607c788174ef9ae298722d37,30,2,1.5,1,6,-1,-1,10.0,348.0,36,6.0,12.0,2254,1
7z3ijibl,1,5f60713e595007000a8e1da7,31,2,2.5,1,10,1974,2358,25.0,697.75,36,25.0,50.0,2268,2
7z3ijibl,1,5f52237276d614488e847c1b,32,2,2.5,1,10,6209,7604,25.0,642.25,36,25.0,50.0,2264,2
7z3ijibl,1,609c35609e77fba7ec90ec1e,33,1,1.5,-1,-1,-1,-1,-1.0,0.0,36,-1.0,-1.0,2256,1
7z3ijibl,1,5f563d4bc1684c0241b17264,34,1,1.5,1,5,1770,3213,11.0,479.25,36,6.0,12.0,2267,2
7z3ijibl,0,609101a8a29bc713a6bcdbba,35,2,1.5,1,7,2857,4691,15.75,479.0,36,12.75,25.5,2258,1
7z3ijibl,1,5a94a2b24eecca0001dd3c43,36,2,1.5,1,3,2164,2762,13.0,519.75,36,6.0,12.0,2267,2
7z3ijibl,1,576597499dcd970001dbdbe5,1,1,2.5,1,0,927,1895,10.0,717.0,37,0.0,0.0,2284,2
7z3ijibl,0,60a90be1be2d42fba2368523,2,2,2.5,1,10,4192,2677,20.0,671.0,37,20.0,40.0,2271,1
7z3ijibl,1,5ce19c2090d2dc0015f86ca7,3,2,2.5,1,10,4993,2867,25.0,696.5,37,25.0,50.0,2283,2
7z3ijibl,1,5be03bf177e0190001b4ad0a,4,1,2.5,1,10,1599,4867,25.0,640.5,37,25.0,50.0,2279,2
7z3ijibl,0,5fbab1b8266280ad6e6e13c7,5,2,1.5,1,4,1126,15733,14.25,465.0,37,8.25,16.5,2274,1
7z3ijibl,1,581ccd016c73180001fa5b2a,6,2,1.5,0,0,2518,3888,10.0,473.5,37,0.0,0.0,2284,2
7z3ijibl,1,57843b986475d400015a8e45,7,1,1.5,1,4,1104,2326,9.0,448.0,37,3.0,6.0,2285,2
7z3ijibl,1,5eea1be10e95520beb9fa654,8,1,1.5,1,9,2965,3993,11.5,476.25,37,10.5,21.0,2286,2
7z3ijibl,0,5c0873675b32d500012e3f2c,9,1,1.5,1,10,3886,4625,15.0,470.5,37,15.0,30.0,2276,1
